date,global_active_power,global_reactive_power,sub_metering_1,sub_metering_2,sub_metering_3,voltage,global_intensity,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,is_weekend,is_holiday,month,day_of_week,day_of_month,day_of_year,week_of_year,season,sin_month,cos_month,sin_dayofweek,cos_dayofweek,sin_dayofyear,cos_dayofyear
2006-12-28,2072.638,208.876,2207.0,4419.0,9176.0,243.26833333333332,6.086250000000001,18741.966666666667,5.507909090909091,8.581818181818182,4.854545454545455,1.481818181818182,4.65,0,0,12,3,28,362,52,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.05161966722325418,0.9986668162884759
2006-12-29,3174.392,196.394,1252.0,5162.0,11329.0,240.87130555555555,9.271388888888888,35163.53333333333,5.507909090909091,8.581818181818182,4.854545454545455,1.481818181818182,4.65,0,0,12,4,29,363,52,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.034421611622745804,0.9994074007397048
2006-12-30,2802.336,312.72,3147.0,7938.0,12515.0,240.53597222222223,8.318888888888889,23105.6,5.507909090909091,8.581818181818182,4.854545454545455,1.481818181818182,4.65,1,0,12,5,30,364,52,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.01721335615583528,0.9998518392091162
2006-12-31,3494.196,150.852,0.0,347.0,6502.0,239.8965763888889,10.199583333333331,51387.6,5.507909090909091,8.581818181818182,4.854545454545455,1.481818181818182,4.65,1,0,12,6,31,365,52,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,6.432490598706546e-16,1.0
2007-01-01,2749.004,148.166,0.0,352.0,5880.0,240.12897916666665,7.916944444444444,39584.73333333333,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,1,1,0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.017213356155834685,0.9998518392091162
2007-01-02,1269.236,190.342,0.0,348.0,6562.0,241.94377777777777,3.7140277777777775,14243.933333333334,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,1,2,2,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.03442161162274574,0.9994074007397048
2007-01-03,1014.054,196.728,0.0,344.0,4765.0,243.5570902777778,3.0140277777777778,11791.9,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,2,3,3,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.051619667223253764,0.998666816288476
2007-01-04,3259.412,202.302,1051.0,7597.0,10896.0,239.7502986111111,9.478194444444444,34779.53333333333,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,3,4,4,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.06880242680231986,0.9976303053065857
2007-01-05,2713.364,173.154,1483.0,379.0,7602.0,240.4957638888889,7.885138888888889,35758.73333333333,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,4,5,5,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.08596479873744647,0.9962981749346078
2007-01-06,1508.378,192.188,1336.0,402.0,5678.0,239.67305555555555,4.543888888888889,17723.633333333335,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,1,0,1,5,6,6,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.10310169744743485,0.9946708199115211
2007-01-07,2447.62,246.074,1987.0,8177.0,12810.0,240.90248611111116,7.282638888888889,17819.666666666664,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,1,0,1,6,7,7,1,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.1202080448993527,0.9927487224577402
2007-01-08,2241.36,207.568,0.0,467.0,17547.0,239.5769513888889,6.551666666666667,19342.0,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,0,8,8,2,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.13727877211326478,0.9905324521322229
2007-01-09,1869.054,207.248,1688.0,4267.0,9790.0,240.48752083333332,5.521111111111111,15405.9,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,1,9,9,2,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.15430882066428117,0.9880226656636976
2007-01-10,2154.8,228.452,771.0,4456.0,11012.0,241.0274513888889,6.357777777777779,19674.333333333336,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,2,10,10,2,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.1712931441814776,0.9852201067560606
2007-01-11,2255.194,230.02,1378.0,2170.0,12415.0,241.1556875,6.658333333333333,21623.566666666666,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,3,11,11,2,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.1882267098432442,0.9821256058680006
2007-01-12,1461.296,199.14,0.0,439.0,8276.0,241.53820833333336,4.309166666666666,15639.933333333334,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,4,12,12,2,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.2051044998686192,0.9787400799669153
2007-01-13,3186.814,290.736,7806.0,2975.0,11341.0,239.28361111111116,9.453055555555554,30991.566666666666,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,1,0,1,5,13,13,2,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.2219215130041655,0.9750645322571948
2007-01-14,3011.029,227.377,1777.0,4215.0,12991.5,238.8178055555556,8.971666666666668,31200.316666666666,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,1,0,1,6,14,14,2,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.2386727660059501,0.9711000518829505
2007-01-15,2148.678,174.86,1099.0,2239.0,15163.0,241.2409097222222,6.261527777777778,17310.300000000003,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,0,15,15,3,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.255353295116187,0.9668478136052775
2007-01-16,1686.404,185.428,2063.0,644.0,6583.0,241.9447569444445,4.975972222222222,18816.733333333334,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,1,16,16,3,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.2719581575341055,0.9623090774541486
2007-01-17,2847.688,200.752,3500.0,5737.0,16064.0,241.00525,8.283888888888889,22160.466666666667,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,2,17,17,3,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.288482432880609,0.9574851883550393
2007-01-18,1821.462,177.712,0.0,336.0,13491.0,240.89359722222224,5.3425,16530.7,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,3,18,18,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.30492122465628907,0.9523775757303974
2007-01-19,1480.44,170.052,2103.0,330.0,7172.0,240.16094444444445,4.37625,15069.0,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,4,19,19,3,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.3212696616923644,0.9469877530760753
2007-01-20,3133.732,238.362,4324.0,5222.0,11440.0,238.8674722222222,9.348055555555556,31242.86666666667,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,1,0,1,5,20,20,3,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.3375228995941133,0.9413173175128471
2007-01-21,3407.262,229.736,10346.0,5567.0,11599.0,238.9681180555556,10.190694444444444,29275.7,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,1,0,1,6,21,21,3,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.3536761221763716,0.9353679493131483
2007-01-22,2180.494,168.642,1054.0,2983.0,11361.0,241.60313194444444,6.355277777777778,20943.566666666666,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,0,22,22,4,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.3697245428906731,0.9291414114031743
2007-01-23,1777.64,138.28,0.0,1064.0,5061.0,242.7625555555556,5.260833333333333,23502.33333333333,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,1,23,23,4,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.38566340624360707,0.9226395488404876
2007-01-24,2987.854,178.06,3464.0,2480.0,11744.0,241.45769444444448,8.733611111111111,32109.566666666666,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,2,24,24,4,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.401487989205973,0.9158642882672872
2007-01-25,1596.344,144.16,1158.0,262.0,11239.0,243.42436111111112,4.629305555555556,13946.733333333334,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,3,25,25,4,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.4171936026123168,0.9088176373395029
2007-01-26,1617.972,142.902,1163.0,261.0,8238.0,242.77179166666667,4.721388888888889,17304.2,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,4,26,26,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.4327755925504312,0.901501684131884
2007-01-27,2044.072,148.242,1170.0,3896.0,12374.0,241.6165694444444,5.949861111111111,16627.86666666667,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,1,0,1,5,27,27,4,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.4482293417404106,0.893918596519257
2007-01-28,3092.425,153.628,3466.0,3997.5,12061.0,240.3015208333333,9.133888888888889,32015.916666666664,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,1,0,1,6,28,28,4,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.4635502709028509,0.886070621534138
2007-01-29,1982.664,165.696,1123.0,294.0,15254.0,240.9295972222222,5.788888888888889,16373.4,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,0,29,29,5,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.47873384011578846,0.8779600847008882
2007-01-30,1707.798,180.934,1123.0,1424.0,8149.0,241.840875,5.028194444444445,17767.3,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,1,30,30,5,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.4937755501599772,0.869589389346611
2007-01-31,2363.752,185.988,0.0,5950.0,15052.0,239.92113194444445,6.923611111111111,18393.86666666667,2.8939622641509435,8.764150943396226,1.2924528301886793,0.1509433962264151,2.592592592592593,0,0,1,2,31,31,5,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.5086709438521044,0.8609610158889943
2007-02-01,1824.76,150.264,1170.0,386.0,13145.0,240.3921388888889,5.3325000000000005,15711.666666666668,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,3,1,32,5,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.5234156073655503,0.8520775211013093
2007-02-02,1667.736,139.542,0.0,356.0,11338.0,240.3343888888889,4.870833333333334,16101.6,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,4,2,33,5,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.5380051715382996,0.8429415373547828
2007-02-03,4029.722,245.824,4746.0,4573.0,17834.0,238.91019444444444,11.81597222222222,40009.03333333334,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,1,0,2,5,3,34,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.5524353131676196,0.8335557718385699
2007-02-04,3595.94,186.494,3391.0,4597.0,14472.0,239.63333333333333,10.565416666666668,37472.333333333336,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,1,0,2,6,4,35,5,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.5667017562911176,0.8239230057575542
2007-02-05,1645.28,147.228,896.0,2564.0,7849.0,240.8103125,4.820416666666667,16112.333333333332,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,0,5,36,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.5808002734538009,0.8140460935082178
2007-02-06,1273.48,142.566,1185.0,405.0,4517.0,241.26415972222225,3.7719444444444448,15117.666666666668,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,1,6,37,6,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.5947266869607634,0.8039279618328213
2007-02-07,2328.018,177.708,3299.0,3513.0,11986.0,241.14969444444444,6.791666666666667,20002.300000000003,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,2,7,38,6,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.6084768701151261,0.7935716089521474
2007-02-08,1801.414,138.896,2226.0,366.0,10157.0,241.79730555555557,5.248333333333334,17274.566666666666,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,3,8,39,6,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.6220467484408675,0.7829801036770628
2007-02-09,1620.198,158.066,0.0,3045.0,9770.0,241.74044444444445,4.727222222222222,14188.3,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,4,9,40,6,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.6354323008901774,0.7721565844991642
2007-02-10,2829.328,192.974,5071.0,2831.0,14405.0,240.0368263888889,8.303749999999999,24848.466666666667,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,1,0,2,5,10,41,6,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.6486295610349814,0.7611042586607747
2007-02-11,3571.228,204.314,2430.0,4765.0,13114.0,239.5061458333333,10.526805555555557,39211.46666666667,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,1,0,2,6,11,42,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.6616346182422783,0.7498264012045686
2007-02-12,1877.61,136.704,2227.0,399.0,11517.0,240.09850000000003,5.503472222222222,17150.5,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,0,12,43,7,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.6744436188329455,0.7383263540031065
2007-02-13,1414.546,134.678,0.0,2828.0,6256.0,241.16685416666667,4.14375,14491.766666666666,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,1,13,44,7,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.6870527672236669,0.7266075247685656
2007-02-14,2498.672,202.506,3295.0,3793.0,11579.0,240.3753888888889,7.315138888888888,22977.533333333333,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,2,14,45,7,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.6994583270516471,0.7146733860429609
2007-02-15,1985.346,165.964,0.0,2363.0,14028.0,240.66922222222223,5.820277777777778,16698.1,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,3,15,46,7,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.7116566222817746,0.7025274741691571
2007-02-16,1702.528,151.686,1148.0,859.0,8689.0,240.8209444444444,5.0465277777777775,17679.466666666667,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,4,16,47,7,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.7236440382959124,0.6901733882429719
2007-02-17,2076.912,238.968,1765.0,2226.0,7157.0,239.31603472222224,6.129166666666666,23467.2,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,1,0,2,5,17,48,7,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.7354170229639855,0.6776147890466889
2007-02-18,3829.762,255.522,6107.0,8003.0,13129.0,239.1708055555556,11.238888888888887,36590.36666666667,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,1,0,2,6,18,49,7,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.7469720876965552,0.6648553979642865
2007-02-19,2186.614,176.584,1634.0,2900.0,13085.0,239.78958333333333,6.442222222222222,18824.566666666666,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,0,19,50,8,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.7583058084785624,0.6518989958787126
2007-02-20,3149.928,187.158,2058.0,5191.0,9713.0,239.86544444444445,9.168472222222222,35536.8,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,1,20,51,8,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.7694148268839378,0.6387494220515272
2007-02-21,2072.874,189.87,3527.0,2332.0,11548.0,240.46096527777777,6.0744444444444445,17140.899999999994,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,2,21,52,8,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.7802958510707755,0.6254105729852463
2007-02-22,3377.42,138.144,1409.0,4165.0,12285.0,238.62018055555555,9.880277777777778,38431.333333333336,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,3,22,53,8,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.7909456567567772,0.6118864012687243
2007-02-23,1313.48,149.344,0.0,503.0,10786.0,240.68596527777777,3.825416666666667,10602.333333333332,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,4,23,54,8,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8013610881746766,0.5981809144059164
2007-02-24,714.922,122.202,0.0,363.0,3562.0,239.86310416666663,2.085833333333333,7990.366666666667,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,1,0,2,5,24,55,8,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.811539059007361,0.5842981736283684
2007-02-25,501.74,113.736,0.0,329.0,1660.0,241.6815486111111,1.462222222222222,6373.333333333334,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,1,0,2,6,25,56,8,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8214765533024142,0.5702422926917871
2007-02-26,568.484,108.28,0.0,331.0,2830.0,241.27359027777777,1.658888888888889,6313.733333333334,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,0,26,57,9,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.8311706263658079,0.5560174366570446
2007-02-27,518.112,113.204,0.0,314.0,1924.0,242.9442708333333,1.5245833333333334,6397.199999999999,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,1,27,58,9,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8406184056344782,0.5416278206559814
2007-02-28,520.774,113.372,0.0,340.0,1973.0,242.15959027777777,1.5284722222222222,6366.566666666668,8.039906542056077,13.25233644859813,6.439252336448599,2.514018691588785,2.6578947368421053,0,0,2,2,28,59,9,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8498170915275278,0.5270777086423722
2007-03-01,517.564,107.628,0.0,316.0,1980.0,241.3214027777778,1.508888888888889,6330.066666666666,6.073611111111111,12.407407407407408,4.12962962962963,1.0555555555555556,2.9,0,0,3,3,1,60,9,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.8587639582758029,0.5123714121284237
2007-03-02,515.688,107.008,0.0,340.0,1969.0,240.59159722222225,1.5068055555555555,6285.799999999999,6.073611111111111,12.407407407407408,4.12962962962963,1.0555555555555556,2.9,0,0,3,4,2,61,9,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.8674563547295968,0.49751328890718066
2007-03-03,819.122,134.992,0.0,347.0,4597.0,241.28808333333336,2.401111111111111,8708.033333333333,6.073611111111111,12.407407407407408,4.12962962962963,1.0555555555555556,2.9,1,0,3,5,3,62,9,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.8758917051442429,0.48250774176121847
2007-03-04,2090.7,175.682,1476.0,8711.0,9408.0,240.0297986111111,6.158194444444444,15249.999999999993,6.073611111111111,12.407407407407408,4.12962962962963,1.0555555555555556,2.9,1,0,3,6,4,63,9,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.8840675099433636,0.4673592171580022
2007-03-05,2660.332,205.956,5727.0,12109.0,10026.0,240.03090972222225,7.840277777777778,16476.86666666667,6.073611111111111,12.407407407407408,4.12962962962963,1.0555555555555556,2.9,0,0,3,0,5,64,10,1,1.0,6.123233995736766e-17,0.0,1.0,0.8919813464595485,0.45207220393230435
2007-03-06,1246.5,186.148,0.0,1740.0,4700.0,240.98806944444445,3.695694444444445,14335.0,6.073611111111111,12.407407407407408,4.12962962962963,1.0555555555555556,2.9,0,0,3,1,6,65,10,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.8996308696522433,0.43665123195606403
2007-03-07,2375.206,171.2,1076.0,4761.0,15513.0,240.3235625,6.935,18236.76666666667,6.073611111111111,12.407407407407408,4.12962962962963,1.0555555555555556,2.9,0,0,3,2,7,66,10,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9070138128026359,0.4211008707960896
2007-03-08,1572.132,187.404,2180.0,3385.0,6655.0,240.66542361111112,4.665138888888889,13982.2,6.073611111111111,12.407407407407408,4.12962962962963,1.0555555555555556,2.9,0,0,3,3,8,67,10,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9141279881853337,0.40542572835999735
2007-03-09,1272.612,119.238,1093.0,345.0,8631.0,240.88846527777775,3.73125,11141.2,6.073611111111111,12.407407407407408,4.12962962962963,1.0555555555555556,2.9,0,0,3,4,9,68,10,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9209712877166346,0.38963044953078796
